route_pattern_id,route_id,direction_id,route_pattern_name,route_pattern_time_desc,route_pattern_typicality,route_pattern_sort_order,representative_trip_id,canonical_route_pattern
Shuttle-HarvardKendall-0-0,Shuttle-HarvardKendall,0,Harvard - Kendall/MIT,,5,619620990,Red-Harvard-Kendall-Weekday-0-05:00:00,1
Shuttle-HarvardKendall-0-1,Shuttle-HarvardKendall,1,Kendall/MIT - Harvard,,5,619621990,Red-Harvard-Kendall-Weekday-1-05:20:00,1
Shuttle-HarvardPark-0-0,Shuttle-HarvardPark,0,Harvard - Park Street,,5,619630990,HarvardParkStreet-0-sample,1
Shuttle-HarvardPark-0-1,Shuttle-HarvardPark,1,Park Street - Harvard,,5,619631990,HarvardParkStreet-1-sample,1
Shuttle-HarvardSouthStation-0-0,Shuttle-HarvardSouthStation,0,Harvard - South Station,,5,619640990,HarvardSouthStation-0-sample,1
Shuttle-HarvardSouthStation-0-1,Shuttle-HarvardSouthStation,1,South Station - Harvard,,5,619641990,HarvardSouthStation-1-sample,1
Shuttle-HaverhillLawrence-0-0,Shuttle-HaverhillLawrence,0,Lawrence - Haverhill,,5,619650990,HaverhillLawrence-0-sample,1
Shuttle-HaverhillLawrence-0-1,Shuttle-HaverhillLawrence,1,Haverhill - Lawrence,,5,619651990,HaverhillLawrence-1-sample,1
Shuttle-HaverhillMaldenCenter-0-0,Shuttle-HaverhillMaldenCenter,0,Malden Center - Haverhill,,5,619700990,HaverhillBallardvaleMaldenCenter-0-sample,1
Shuttle-HaverhillNorthStation-0-0,Shuttle-HaverhillNorthStation,0,North Station - Haverhill,,5,619720990,HaverhillBallardvaleNorthStation-0-sample,1
Shuttle-HaverhillReadingExpress-0-0,Shuttle-HaverhillReadingExpress,0,Reading - Haverhill (Express),,5,619730990,HaverhillReadingExpressExtended-0-sample,1
Shuttle-HaverhillReadingExpress-0-1,Shuttle-HaverhillReadingExpress,1,Haverhill - Reading (Express),,5,619731990,HaverhillReadingExpressExtended-1-sample,1
Shuttle-HaverhillReadingLocal-0-0,Shuttle-HaverhillReadingLocal,0,Reading - Haverhill (Local),,5,619740990,HaverhillReadingLocalExtended-0-sample,1
Shuttle-HaverhillReadingLocal-0-1,Shuttle-HaverhillReadingLocal,1,Haverhill - Reading (Local),,5,619741990,HaverhillReadingLocalExtended-1-sample,1
Shuttle-HeathPark-0-0,Shuttle-HeathPark,0,Park Street - Heath Street,,5,619800990,HeathStreetParkStreet-0-sample,1
Shuttle-HeathPark-0-1,Shuttle-HeathPark,1,Heath Street - Park Street,,5,619801990,HeathStreetParkStreet-1-sample,1
Shuttle-HeathPrudential-0-0,Shuttle-HeathPrudential,0,Prudential - Heath Street,,5,619850990,HeathStreetPrudential-0-sample,1
Shuttle-HeathPrudential-0-1,Shuttle-HeathPrudential,1,Heath Street - Prudential,,5,619851990,HeathStreetPrudential-1-sample,1
Shuttle-JFKKendall-0-0,Shuttle-JFKKendall,0,Kendall/MIT - JFK/UMass,,5,619870990,JFKKendallAshmontPlatforms-0-sample,1
Shuttle-JFKKendall-0-1,Shuttle-JFKKendall,1,JFK/UMass - Kendall/MIT,,5,619871990,JFKKendallAshmontPlatforms-1-sample,1
Shuttle-JFKNorthQuincy-0-0,Shuttle-JFKNorthQuincy,0,JFK/UMass - North Quincy,,5,619950990,JFKNorthQuincy-0-sample,1
Shuttle-JFKNorthQuincy-0-1,Shuttle-JFKNorthQuincy,1,North Quincy - JFK/UMass,,5,619951990,JFKNorthQuincy-1-sample,1
Shuttle-JFKPark-0-0,Shuttle-JFKPark,0,Park Street - JFK/UMass,,5,619970990,63846621-JFKParkAshmontPlatformsJFKParkBraintreePlatforms2JFKParkBraintreePlatforms,1
Shuttle-JFKPark-0-1,Shuttle-JFKPark,1,JFK/UMass - Park Street,,5,619971990,63846622-JFKParkAshmontPlatformsJFKParkBraintreePlatformsJFKParkBraintreePlatforms,1
Shuttle-JFKParkStreetViaPostOffice-0-0,Shuttle-JFKParkStreetViaPostOffice,0,Park Street - JFK/UMass,,5,619980990,JFKParkStreetViaPostOffice-Weekday-15a6a-0-00:00:00,1
Shuttle-JFKParkStreetViaPostOffice-0-1,Shuttle-JFKParkStreetViaPostOffice,1,JFK/UMass - Park Street,,5,619981990,JFKParkStreetViaPostOffice-Weekday-15a6a-1-00:00:00,1
Shuttle-KendallPark-0-0,Shuttle-KendallPark,0,Kendall/MIT - Park Street,,5,620000990,KendallParkStreet-0-sample,1
Shuttle-KendallPark-0-1,Shuttle-KendallPark,1,Park Street - Kendall/MIT,,5,620001990,KendallParkStreet-1-sample,1
Shuttle-KenmoreReservoir-0-0,Shuttle-KenmoreReservoir,0,Kenmore - Reservoir,,5,620100990,KenmoreReservoir-0-sample,1
Shuttle-KenmoreReservoir-0-1,Shuttle-KenmoreReservoir,1,Reservoir - Kenmore,,5,620101990,KenmoreReservoir-1-sample,1
Shuttle-KenmoreRiverside-0-0,Shuttle-KenmoreRiverside,0,Kenmore - Riverside,,5,620120990,KenmoreRiverside-0-sample,1
Shuttle-KenmoreRiverside-0-1,Shuttle-KenmoreRiverside,1,Riverside - Kenmore,,5,620121990,KenmoreRiverside-1-sample,1
Shuttle-KenmoreStMarysRiverside-0-0,Shuttle-KenmoreStMarysRiverside,0,Kenmore - Riverside via Saint Mary's Street,,5,620150990,KenmoreStMarysRiversideD-0-sample,1
Shuttle-KenmoreStMarysRiverside-0-1,Shuttle-KenmoreStMarysRiverside,1,Riverside - Kenmore via Saint Mary's Street,,5,620151990,KenmoreStMarysRiversideD-1-sample,1
Shuttle-KenmoreStMarysNotFenway-0-0,Shuttle-KenmoreStMarysNotFenway,0,Kenmore - Saint Mary's Street,,5,620170990,KenmoreStMarysNotFenway-0-sample,1
Shuttle-KenmoreStMarysNotFenway-0-1,Shuttle-KenmoreStMarysNotFenway,1,Saint Mary's Street - Kenmore,,5,620171990,KenmoreStMarysNotFenway-1-sample,1
Shuttle-KenmoreWashington-0-0,Shuttle-KenmoreWashington,0,Kenmore - Washington Street,,5,620180990,KenmoreWashingtonStreet-0-sample,1
Shuttle-KenmoreWashington-0-1,Shuttle-KenmoreWashington,1,Washington Street - Kenmore,,5,620181990,KenmoreWashingtonStreet-1-sample,1
Shuttle-LechmereNorthStation-0-0,Shuttle-LechmereNorthStation,0,Lechmere - North Station,,5,620200990,GreenBLechmereNorthStation-0-sample,1
Shuttle-LechmereNorthStation-0-1,Shuttle-LechmereNorthStation,1,North Station - Lechmere,,5,620201990,GreenBLechmereNorthStation-1-sample,1
Shuttle-LittletonWachusett-0-0,Shuttle-LittletonWachusett,0,Littleton/Route 495 - Wachusett,,5,620250990,LittletonWachusett-0-sample,1
Shuttle-LittletonWachusett-0-1,Shuttle-LittletonWachusett,1,Wachusett - Littleton/Route 495,,5,620251990,LittletonWachusett-1-sample,1
Shuttle-LowellWilmington-0-0,Shuttle-LowellWilmington,0,Wilmington - Lowell,,5,620410990,LowellWilmingtonExtended-0-sample,1
Shuttle-LowellWilmington-0-1,Shuttle-LowellWilmington,1,Lowell - Wilmington,,5,620411990,LowellWilmingtonExtended-1-sample,1
Shuttle-LynnNorthStationExpress-0-0,Shuttle-LynnNorthStationExpress,0,North Station - Lynn (Express),,5,620520990,LynnNorthStationExpress-0-sample,1
Shuttle-LynnNorthStationExpress-0-1,Shuttle-LynnNorthStationExpress,1,Lynn - North Station (Express),,5,620521990,LynnNorthStationExpress-1-sample,1
Shuttle-LynnSwampscott-0-0,Shuttle-LynnSwampscott,0,Lynn - Swampscott,,5,620530990,LynnSwampscott-0-sample,1
Shuttle-LynnSwampscott-0-1,Shuttle-LynnSwampscott,1,Swampscott - Lynn,,5,620531990,LynnSwampscott-1-sample,1
Shuttle-ManchesterGloucester-0-0,Shuttle-ManchesterGloucester,0,Rockport Line Shuttle - Gloucester,,5,620550990,ManchesterGloucester-0-sample,1
Shuttle-ManchesterRockport-0-0,Shuttle-ManchesterRockport,0,Rockport Line Shuttle - Rockport,,5,620600990,ManchesterRockport-0-sample,1
Shuttle-MaverickWonderland-0-0,Shuttle-MaverickWonderland,0,Wonderland - Maverick,,5,620620990,MaverickWonderland-Weekday-15a6a-0-00:00:00,1
Shuttle-MaverickWonderland-0-1,Shuttle-MaverickWonderland,1,Maverick - Wonderland,,5,620621990,MaverickWonderland-Weekday-15a6a-1-00:00:00,1
Shuttle-MedfordNorthStation-0-0,Shuttle-MedfordNorthStation,0,Medford/Tufts - North Station,,5,620650990,GreenE-Medford-NSta-Saturday-0-05:15:00,1
Shuttle-MedfordNorthStation-0-1,Shuttle-MedfordNorthStation,1,North Station - Medford/Tufts,,5,620651990,GreenE-Medford-NSta-Saturday-1-05:55:00,1
Shuttle-NewburyportOakGroveExpress-0-0,Shuttle-NewburyportOakGroveExpress,0,Oak Grove - Newburyport (Express),,5,620700990,NewburyportOakGroveExpress-0-sample,1
Shuttle-NewburyportOakGroveExpress-0-1,Shuttle-NewburyportOakGroveExpress,1,Newburyport - Oak Grove (Express),,5,620701990,NewburyportOakGroveExpress-1-sample,1
Shuttle-NewburyportOakGroveLimited-0-0,Shuttle-NewburyportOakGroveLimited,0,Oak Grove - Newburyport (Limited),,5,620710990,NewburyportOakGroveLimited-0-sample,1
Shuttle-NewburyportOakGroveLimited-0-1,Shuttle-NewburyportOakGroveLimited,1,Newburyport - Oak Grove (Limited),,5,620711990,NewburyportOakGroveLimited-1-sample,1
Shuttle-NewburyportSalemExpress-0-0,Shuttle-NewburyportSalemExpress,0,Salem - Newburyport (Express),,5,620750990,NewburyportSalemExpressBeverly-0-sample,1
Shuttle-NewburyportSalemExpress-0-1,Shuttle-NewburyportSalemExpress,1,Newburyport - Salem (Express),,5,620751990,NewburyportSalemExpressBeverly-1-sample,1
Shuttle-NewburyportSalemLocal-0-0,Shuttle-NewburyportSalemLocal,0,Salem - Newburyport,,5,620760990,NewburyportSalem-0-sample,1
Shuttle-NewburyportSalemLocal-0-1,Shuttle-NewburyportSalemLocal,1,Newburyport - Salem,,5,620761990,NewburyportSalem-1-sample,1
Shuttle-NewtonHighlandsKenmore-0-0,Shuttle-NewtonHighlandsKenmore,0,Kenmore - Newton Highlands,,5,620900990,NewtonHighlandsKenmoreExtended-0-sample,1
Shuttle-NewtonHighlandsKenmore-0-1,Shuttle-NewtonHighlandsKenmore,1,Newton Highlands - Kenmore,,5,620901990,NewtonHighlandsKenmoreExtended-1-sample,1
Shuttle-NewtonHighlandsReservoir-0-0,Shuttle-NewtonHighlandsReservoir,0,Reservoir - Newton Highlands,,5,620950990,NewtonHighlandsReservoir-0-sample,1
Shuttle-NewtonHighlandsReservoir-0-1,Shuttle-NewtonHighlandsReservoir,1,Newton Highlands - Reservoir,,5,620951990,NewtonHighlandsReservoir-1-sample,1
Shuttle-NewtonHighlandsRiverside-0-0,Shuttle-NewtonHighlandsRiverside,0,Newton Highlands - Riverside,,5,621000990,NewtonHighlandsRiverside-0-sample,1
Shuttle-NewtonHighlandsRiverside-0-1,Shuttle-NewtonHighlandsRiverside,1,Riverside - Newton Highlands,,5,621001990,NewtonHighlandsRiverside-1-sample,1
Shuttle-NewtonHighlandsStMarysKenmore-0-0,Shuttle-NewtonHighlandsStMarysKenmore,0,Kenmore - Newton Highlands via Saint Mary's Street,,5,621100990,NewtonHighlandsStMarysKenmoreC-0-sample,1
Shuttle-NewtonHighlandsStMarysKenmore-0-1,Shuttle-NewtonHighlandsStMarysKenmore,1,Newton Highlands - Kenmore via Saint Mary's Street,,5,621101990,NewtonHighlandsStMarysKenmoreC-1-sample,1
Shuttle-NorthBillericaLowell-0-0,Shuttle-NorthBillericaLowell,0,North Billerica - Lowell,,5,621210990,NorthBillericaLowell-0-sample,1
Shuttle-NorthBillericaLowell-0-1,Shuttle-NorthBillericaLowell,1,Lowell - North Billerica,,5,621211990,NorthBillericaLowell-1-sample,1
Shuttle-NorthLeominsterWachusett-0-0,Shuttle-NorthLeominsterWachusett,0,North Leominster - Wachusett,,5,621220990,NorthLeominsterWachusett-0-sample,1
Shuttle-NorthLeominsterWachusett-0-1,Shuttle-NorthLeominsterWachusett,1,Wachusett - North Leominster,,5,621221990,NorthLeominsterWachusett-1-sample,1
Shuttle-NorthStationSwampscottLimited-0-0,Shuttle-NorthStationSwampscottLimited,0,North Station - Swampscott,,5,621280990,NorthStationSwampscott-0-sample,1
Shuttle-NorthStationSwampscottLimited-0-1,Shuttle-NorthStationSwampscottLimited,1,Swampscott - North Station,,5,621281990,NorthStationSwampscott-1-sample,1
Shuttle-NorthStationUnionSquare-0-0,Shuttle-NorthStationUnionSquare,0,Union Square - North Station,,5,621350990,GreenDUnionSquareNorthStation-0-sample,1
Shuttle-NorthStationUnionSquare-0-1,Shuttle-NorthStationUnionSquare,1,North Station - Union Square,,5,621351990,GreenDUnionSquareNorthStation-1-sample,1
Shuttle-NorthStationWellington-0-0,Shuttle-NorthStationWellington,0,Wellington - North Station,,5,621400990,NorthStationWellington-Weekday-15a6a-0-00:00:00,1
Shuttle-NorthStationWellington-0-1,Shuttle-NorthStationWellington,1,North Station - Wellington,,5,621401990,NorthStationWellington-Weekday-15a6a-1-00:00:00,1
Shuttle-NorthStationOakGrove-0-0,Shuttle-NorthStationOakGrove,0,Oak Grove - North Station,,5,621500990,NorthStationOakGrove-Weekday-15a6a-0-00:00:00,1
Shuttle-NorthStationOakGrove-0-1,Shuttle-NorthStationOakGrove,1,North Station - Oak Grove,,5,621501990,NorthStationOakGrove-Weekday-15a6a-1-00:00:00,1
Shuttle-OakGroveReading-0-0,Shuttle-OakGroveReading,0,Oak Grove - Reading,,5,621700990,OakGroveReading-0-sample,1
Shuttle-OakGroveReading-0-1,Shuttle-OakGroveReading,1,Reading - Oak Grove,,5,621701990,OakGroveReading-1-sample,1
Shuttle-OakGroveRockportExpress-0-0,Shuttle-OakGroveRockportExpress,0,Oak Grove - Rockport (Express),,5,621850990,OakGroveRockportExpress-0-sample,1
Shuttle-OakGroveRockportExpress-0-1,Shuttle-OakGroveRockportExpress,1,Rockport - Oak Grove (Express),,5,621851990,OakGroveRockportExpress-1-sample,1
Shuttle-OakGroveRockportLimited-0-0,Shuttle-OakGroveRockportLimited,0,Oak Grove - Rockport (Limited),,5,621860990,OakGroveRockportLimited-0-sample,1
Shuttle-OakGroveRockportLimited-0-1,Shuttle-OakGroveRockportLimited,1,Rockport - Oak Grove (Limited),,5,621861990,OakGroveRockportLimited-1-sample,1
Shuttle-OakGroveSalemLocal-0-0,Shuttle-OakGroveSalemLocal,0,Oak Grove - Salem (Local),,5,621900990,OakGroveSalemLocalNewburyport-0-sample,1
Shuttle-OakGroveSalemLocal-0-1,Shuttle-OakGroveSalemLocal,1,Salem - Oak Grove (Local),,5,621901990,OakGroveSalemLocalNewburyport-1-sample,1
Shuttle-OakGroveSullivan-0-0,Shuttle-OakGroveSullivan,0,Oak Grove - Sullivan,,5,622000990,OakGroveSullivan-0-sample,1
Shuttle-OakGroveSullivan-0-1,Shuttle-OakGroveSullivan,1,Sullivan - Oak Grove,,5,622001990,OakGroveSullivan-1-sample,1
Shuttle-AndersonWoburnNorthStationLocal-0-0,Shuttle-AndersonWoburnNorthStationLocal,0,North Station - Anderson/Woburn (Local),,5,622300990,AndersonWoburnNorthStationLocal-0-sample,1
Shuttle-AndersonWoburnNorthStationLocal-0-1,Shuttle-AndersonWoburnNorthStationLocal,1,Anderson/Woburn - North Station (Local),,5,622301990,AndersonWoburnNorthStationLocal-1-sample,1
Shuttle-OakGroveWellington-0-0,Shuttle-OakGroveWellington,0,Oak Grove - Wellington,,5,623000990,OakGroveWellington-0-sample,1
Shuttle-OakGroveWellington-0-1,Shuttle-OakGroveWellington,1,Wellington - Oak Grove,,5,623001990,OakGroveWellington-1-sample,1
Shuttle-OakGroveWellingtonViaMaldenEast-0-0,Shuttle-OakGroveWellingtonViaMaldenEast,0,Oak Grove - Wellington,,5,623050990,OakGroveWellingtonViaMaldenEastExtended-0-sample,1
Shuttle-OakGroveWellingtonViaMaldenEast-0-1,Shuttle-OakGroveWellingtonViaMaldenEast,1,Wellington - Oak Grove,,5,623051990,OakGroveWellingtonViaMaldenEastExtended-1-sample,1
Shuttle-OrientHeightsWonderland-0-0,Shuttle-OrientHeightsWonderland,0,Wonderland - Orient Heights,,5,623500990,OrientHeightsWonderland-0-sample,1
Shuttle-OrientHeightsWonderland-0-1,Shuttle-OrientHeightsWonderland,1,Orient Heights - Wonderland,,5,623501990,OrientHeightsWonderland-1-sample,1
Shuttle-PawtucketProvidence-0-0,Shuttle-PawtucketProvidence,0,Pawtucket/Central Falls - Providence,,5,623600990,PawtucketProvidence-0-sample,1
Shuttle-PawtucketProvidence-0-1,Shuttle-PawtucketProvidence,1,Providence - Pawtucket/Central Falls,,5,623601990,PawtucketProvidence-1-sample,1
Shuttle-ReadvilleSouthStation-0-0,Shuttle-ReadvilleSouthStation,0,South Station - Readville,,5,623750990,ReadvilleSouthStationFMT-0-sample,1
Shuttle-ReadvilleSouthStation-0-1,Shuttle-ReadvilleSouthStation,1,Readville - South Station,,5,623751990,ReadvilleSouthStationFMT-1-sample,1
Shuttle-ReservoirRiverside-0-0,Shuttle-ReservoirRiverside,0,Reservoir - Riverside,,5,624000990,ReservoirRiverside-0-sample,1
Shuttle-ReservoirRiverside-0-1,Shuttle-ReservoirRiverside,1,Riverside - Reservoir,,5,624001990,ReservoirRiverside-1-sample,1
Shuttle-RockportSalemExpress-0-0,Shuttle-RockportSalemExpress,0,Salem - Rockport (Express),,5,624050990,RockportSalemExpressExtended-0-sample,1
Shuttle-RockportSalemExpress-0-1,Shuttle-RockportSalemExpress,1,Rockport - Salem (Express),,5,624051990,RockportSalemExpressExtended-1-sample,1
Shuttle-RockportSalemLocal-0-0,Shuttle-RockportSalemLocal,0,Salem - Rockport (Local),,5,624060990,RockportSalemForBeverly-0-sample,1
Shuttle-RockportSalemLocal-0-1,Shuttle-RockportSalemLocal,1,Rockport - Salem (Local),,5,624061990,RockportSalemForBeverly-1-sample,1
Shuttle-RockportWestGloucester-0-0,Shuttle-RockportWestGloucester,0,West Gloucester - Rockport,,5,624100990,RockportWestGloucester-0-sample,1
Shuttle-RockportWestGloucester-0-1,Shuttle-RockportWestGloucester,1,Rockport - West Gloucester,,5,624101990,RockportWestGloucester-1-sample,1
Shuttle-ShirleyWachusett-0-0,Shuttle-ShirleyWachusett,0,Shirley - Wachusett,,5,624600990,ShirleyWachusett-0-sample,1
Shuttle-ShirleyWachusett-0-1,Shuttle-ShirleyWachusett,1,Wachusett - Shirley,,5,624601990,ShirleyWachusett-1-sample,1
Shuttle-SouthStationSouthWeymouth-0-0,Shuttle-SouthStationSouthWeymouth,0,South Station - South Weymouth,,5,624750990,SouthStationSouthWeymouth-0-sample,1
Shuttle-SouthStationSouthWeymouth-0-1,Shuttle-SouthStationSouthWeymouth,1,South Weymouth - South Station,,5,624751990,SouthStationSouthWeymouth-1-sample,1
Shuttle-SouthStationWellesleyHillsLocal-0-0,Shuttle-SouthStationWellesleyHillsLocal,0,South Station - Wellesley Hills,,5,624800990,SouthStationWellesleyHills-0-sample,1
Shuttle-SouthStationWellesleyHillsLocal-0-1,Shuttle-SouthStationWellesleyHillsLocal,1,Wellesley Hills - South Station,,5,624801990,SouthStationWellesleyHills-1-sample,1
Shuttle-StateSullivan-0-0,Shuttle-StateSullivan,0,Sullivan - State,,5,624850990,StateSullivan-0-sample,1
Shuttle-StateSullivan-0-1,Shuttle-StateSullivan,1,State - Sullivan,,5,624851990,StateSullivan-1-sample,1
Shuttle-SuffolkDownsWonderland-0-0,Shuttle-SuffolkDownsWonderland,0,Wonderland - Suffolk Downs,,5,625000990,SuffolkDownsWonderland-0-sample,1
Shuttle-SuffolkDownsWonderland-0-1,Shuttle-SuffolkDownsWonderland,1,Suffolk Downs - Wonderland,,5,625001990,SuffolkDownsWonderland-1-sample,1
Shuttle-TFGreenWickfordJunction-0-0,Shuttle-TFGreenWickfordJunction,0,TF Green Airport - Wickford Junction,,5,625500990,TFGreenWickfordJunction-0-sample,1
Shuttle-TFGreenWickfordJunction-0-1,Shuttle-TFGreenWickfordJunction,1,Wickford Junction - TF Green Airport,,5,625501990,TFGreenWickfordJunction-1-sample,1
